geo_point_2d,fenomeno,taxonomia,intensidad,alcaldia,area_m2,period_ret,intens_num,int2
"19.4721672701,-99.1846873008",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,398223.085831,5 años,60 a 64,3
"19.4852430175,-99.2144764276",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,210899.191234,5 años,64 a 70,4
"19.4393746202,-99.1899523152",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,281704.246832,5 años,64 a 70,4
"19.4496271287,-99.2007646846",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,78742.6352103,5 años,64 a 70,4
"19.4582168764,-99.130623293",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,132688.571939,5 años,54 a 60,2
"19.4085299882,-99.207542548",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,1163736.54284,5 años,64 a 70,4
"19.4545688987,-99.1272590904",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,294129.869878,5 años,54 a 60,2
"19.3667464132,-99.1458934771",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,329015.491059,5 años,54 a 60,2
"19.4529809324,-99.1346496714",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,27873.8009774,5 años,54 a 60,2
"19.4861160247,-99.1478678643",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,300391.097927,5 años,54 a 60,2
"19.2767559544,-99.1544235579",Hidrometeorológicos,Precipitación,Medio,Tlalpan,157919.644612,5 años,60 a 64,3
"19.30162731,-99.22754473",Hidrometeorológicos,Precipitación,Medio,Tlalpan,399412.918387,5 años,60 a 64,3
"19.347168956,-99.0624575985",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,116017.983292,5 años,54 a 60,2
"19.2928649237,-99.2167631516",Hidrometeorológicos,Precipitación,Medio,Tlalpan,379610.22332,5 años,60 a 64,3
"19.2973891254,-99.1479666819",Hidrometeorológicos,Precipitación,Medio,Tlalpan,367245.949285,5 años,60 a 64,3
"19.3283590864,-99.0716233269",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,151116.185571,5 años,54 a 60,2
"19.3007720798,-99.1218218832",Hidrometeorológicos,Precipitación,Bajo,Tlalpan,319015.833665,5 años,54 a 60,2
"19.2936554061,-99.1633092542",Hidrometeorológicos,Precipitación,Medio,Tlalpan,226916.49873,5 años,60 a 64,3
"19.211841779,-99.2088421101",Hidrometeorológicos,Precipitación,Medio,Tlalpan,872907.737633,5 años,60 a 64,3
"19.5011572675,-99.0984317478",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,151439.291997,5 años,54 a 60,2
"19.3446503397,-99.0174306216",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,385076.023475,5 años,41 a 54,1
"19.4872287283,-99.1767049289",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,392212.151039,5 años,60 a 64,3
"19.4704179241,-99.0686148883",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,274767.989324,5 años,41 a 54,1
"19.3907395886,-99.0914344678",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,116385.910624,5 años,54 a 60,2
"19.402326919,-99.0694782044",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,201651.757718,5 años,54 a 60,2
"19.4849582076,-99.0690564507",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,184737.165307,5 años,41 a 54,1
"19.5326952827,-99.1388409621",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,206495.892436,5 años,60 a 64,3
"19.5093448639,-99.0951459754",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,108771.180013,5 años,54 a 60,2
"19.3919608268,-99.0823837316",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,207271.885855,5 años,54 a 60,2
"19.4624522382,-99.1069098327",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,153341.28964,5 años,54 a 60,2
"19.449114424,-99.0872870827",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,305570.328797,5 años,41 a 54,1
"19.5549466612,-99.1206372553",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,700529.133992,5 años,60 a 64,3
"19.3133896573,-99.1418882262",Hidrometeorológicos,Precipitación,Medio,Coyoacán,285177.247139,5 años,60 a 64,3
"19.4652048104,-99.0615442528",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,288547.997315,5 años,41 a 54,1
"19.496276468,-99.0948563473",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,274713.284138,5 años,54 a 60,2
"19.3083718598,-99.1284644505",Hidrometeorológicos,Precipitación,Medio,Coyoacán,328656.927318,5 años,60 a 64,3
"19.5244792549,-99.1598091617",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,325043.350248,5 años,60 a 64,3
"19.4886470736,-99.1980789609",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,269287.031467,5 años,64 a 70,4
"19.4658623362,-99.1465584094",Hidrometeorológicos,Precipitación,Bajo,Azcapotzalco,237492.115155,5 años,54 a 60,2
"19.3883547177,-99.1065232703",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,70816.7900665,5 años,54 a 60,2
"19.5374473627,-99.1496026605",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,131724.17036,5 años,60 a 64,3
"19.3361659642,-99.1828030121",Hidrometeorológicos,Precipitación,Medio,Coyoacán,268860.490695,5 años,60 a 64,3
"19.3386950658,-99.3255248958",Hidrometeorológicos,Precipitación,Alto,Cuajimalpa de Morelos,326326.753713,5 años,64 a 70,4
"19.4793503525,-99.068863462",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,116207.739901,5 años,41 a 54,1
"19.4679300386,-99.1008366986",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,135658.371505,5 años,41 a 54,1
"19.4759818184,-99.2182393994",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,195441.716194,5 años,64 a 70,4
"19.3173182133,-99.1694775214",Hidrometeorológicos,Precipitación,Medio,Coyoacán,226921.744703,5 años,60 a 64,3
"19.344484064,-99.1439098528",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,652219.324649,5 años,54 a 60,2
"19.2544657488,-99.0722615538",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,726107.19297,5 años,54 a 60,2
"19.3867775197,-99.1794146708",Hidrometeorológicos,Precipitación,Medio,Benito Juárez,159743.594,5 años,60 a 64,3
"19.3905750675,-99.144452701",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,202062.408324,5 años,54 a 60,2
"19.3809650541,-99.1373113251",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,168263.324089,5 años,54 a 60,2
"19.3746769444,-99.143093963",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,355898.042513,5 años,54 a 60,2
"19.2422518066,-99.0731823535",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,973904.029201,5 años,54 a 60,2
"19.3861871392,-99.1666193379",Hidrometeorológicos,Precipitación,Medio,Benito Juárez,354758.280094,5 años,60 a 64,3
"19.3756250638,-99.138122768",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,150758.261393,5 años,54 a 60,2
"19.3978146146,-99.1577047386",Hidrometeorológicos,Precipitación,Medio,Benito Juárez,258878.125255,5 años,60 a 64,3
"19.3010904856,-99.0960794566",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,3171486.8043,5 años,54 a 60,2
"19.2584622354,-99.1206817076",Hidrometeorológicos,Precipitación,Medio,Xochimilco,46474.0831754,5 años,60 a 64,3
"19.2474109042,-99.1329730087",Hidrometeorológicos,Precipitación,Medio,Xochimilco,141590.666469,5 años,60 a 64,3
"19.242566309,-99.1676853074",Hidrometeorológicos,Precipitación,Medio,Tlalpan,1461151.132,5 años,60 a 64,3
"19.2805423109,-99.1127835568",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,116137.413924,5 años,54 a 60,2
"19.284053003,-99.1996374836",Hidrometeorológicos,Precipitación,Medio,Tlalpan,364991.748111,5 años,60 a 64,3
"19.2717657701,-99.2335767603",Hidrometeorológicos,Precipitación,Medio,Tlalpan,277634.598997,5 años,60 a 64,3
"19.2492060201,-99.0759042642",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,381898.505369,5 años,54 a 60,2
"19.26493197,-99.0028282721",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,297653.73962,5 años,41 a 54,1
"19.2924911119,-99.1211833496",Hidrometeorológicos,Precipitación,Bajo,Tlalpan,108093.423068,5 años,54 a 60,2
"19.3743839159,-99.201000025",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,127681.138765,5 años,64 a 70,4
"19.3061780961,-99.0473472702",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,133108.028668,5 años,41 a 54,1
"19.2823527403,-99.1715197632",Hidrometeorológicos,Precipitación,Medio,Tlalpan,228352.505442,5 años,60 a 64,3
"19.3257800334,-99.2310773043",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,855615.41504,5 años,60 a 64,3
"19.2544713733,-99.199892428",Hidrometeorológicos,Precipitación,Medio,Tlalpan,971565.804692,5 años,60 a 64,3
"19.301202345,-99.1772404185",Hidrometeorológicos,Precipitación,Medio,Tlalpan,148142.332365,5 años,60 a 64,3
"19.2844041375,-99.0091059239",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,260430.890028,5 años,41 a 54,1
"19.2752671369,-99.0360592332",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,417601.264242,5 años,41 a 54,1
"19.2995617411,-99.1882227381",Hidrometeorológicos,Precipitación,Medio,Tlalpan,106374.49233,5 años,60 a 64,3
"19.4293721521,-99.1879341636",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,382174.787128,5 años,64 a 70,4
"19.419925163,-99.0856979554",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,174558.743593,5 años,54 a 60,2
"19.4545844997,-99.1415051027",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,35323.815507,5 años,54 a 60,2
"19.4098064077,-99.1609788383",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,158015.833077,5 años,60 a 64,3
"19.4121304028,-99.1472478294",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,333304.022618,5 años,60 a 64,3
"19.3997702867,-99.0961423668",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,307449.565219,5 años,54 a 60,2
"19.4832735556,-99.1352894423",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,1133876.50463,5 años,54 a 60,2
"19.4591973942,-99.1153009442",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,182634.30475,5 años,54 a 60,2
"19.5192607895,-99.1467097579",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,177886.761441,5 años,60 a 64,3
"19.3954860145,-99.1041299815",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,91354.4339353,5 años,54 a 60,2
"19.403973116,-99.1701945489",Hidrometeorológicos,Precipitación,Alto,Cuauhtémoc,105352.098405,5 años,64 a 70,4
"19.4469412715,-99.1233869992",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,330274.606953,5 años,54 a 60,2
"19.4575162941,-99.1211828186",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,174926.911849,5 años,54 a 60,2
"19.4220349341,-99.0635654732",Hidrometeorológicos,Precipitación,Muy Bajo,Venustiano Carranza,337229.334141,5 años,41 a 54,1
"19.4206029089,-99.2127037093",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,323804.276633,5 años,64 a 70,4
"19.4182567849,-99.0728123257",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,324050.227063,5 años,54 a 60,2
"19.4249159039,-99.1639041351",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,237098.559571,5 años,60 a 64,3
"19.4391925901,-99.1223510089",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,165599.736625,5 años,54 a 60,2
"19.1921603604,-99.1181531402",Hidrometeorológicos,Precipitación,Alto,Xochimilco,10035713.481,5 años,64 a 70,4
"19.296083082,-99.3279792773",Hidrometeorológicos,Precipitación,Alto,Cuajimalpa de Morelos,36808181.2353,5 años,64 a 70,4
"19.2777707766,-99.1706293352",Hidrometeorológicos,Precipitación,Medio,Tlalpan,179315.043495,5 años,60 a 64,3
"19.2131910883,-99.1224587448",Hidrometeorológicos,Precipitación,Medio,Xochimilco,1324281.87673,5 años,60 a 64,3
"19.347168956,-99.0624575985",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,116017.983292,5 años,54 a 60,2
"19.2988961939,-99.0787218045",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,106642.699322,5 años,54 a 60,2
"19.2878301446,-99.0024953836",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,368565.470015,5 años,41 a 54,1
"19.3881387796,-99.0957841775",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,106057.262672,5 años,54 a 60,2
"19.3921925416,-99.1104861444",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,251232.84552,5 años,54 a 60,2
"19.2516998518,-99.0110828377",Hidrometeorológicos,Precipitación,Muy Bajo,Xochimilco,291067.228676,5 años,41 a 54,1
"19.3693513688,-99.1336521064",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,453391.853756,5 años,54 a 60,2
"19.3153298389,-99.0673899871",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,365614.178206,5 años,54 a 60,2
"19.3080915163,-99.2219277889",Hidrometeorológicos,Precipitación,Medio,Tlalpan,186783.204628,5 años,60 a 64,3
"19.4745440987,-99.1294001769",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,236572.526031,5 años,54 a 60,2
"19.4588865958,-99.0903714801",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,283019.88344,5 años,41 a 54,1
"19.5069613177,-99.1213021163",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,202762.000402,5 años,54 a 60,2
"19.5462998828,-99.1253937461",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,175659.567307,5 años,60 a 64,3
"19.4587861526,-99.1110836531",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,215272.652386,5 años,54 a 60,2
"19.4631008726,-99.1804600303",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,156423.432857,5 años,60 a 64,3
"19.3076138823,-99.1780055068",Hidrometeorológicos,Precipitación,Medio,Coyoacán,91454.413978,5 años,60 a 64,3
"19.3494140005,-99.2917903698",Hidrometeorológicos,Precipitación,Alto,Cuajimalpa de Morelos,1115708.39524,5 años,64 a 70,4
"19.510574436,-99.1566229929",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,578005.866957,5 años,60 a 64,3
"19.4633349405,-99.1864391617",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,313661.62928,5 años,60 a 64,3
"19.4839462865,-99.0732900281",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,220438.421752,5 años,41 a 54,1
"19.5219195307,-99.1340171776",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,84091.2912967,5 años,60 a 64,3
"19.4662356326,-99.1053410946",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,221956.526625,5 años,54 a 60,2
"19.3139677776,-99.1267177657",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,271118.866925,5 años,54 a 60,2
"19.4771537415,-99.1175422089",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,155413.418844,5 años,54 a 60,2
"19.4805160579,-99.2019284401",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,231763.527476,5 años,64 a 70,4
"19.4759818184,-99.2182393994",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,195441.716194,5 años,64 a 70,4
"19.5510411833,-99.1534351265",Hidrometeorológicos,Precipitación,Alto,Gustavo A. Madero,195541.511109,5 años,64 a 70,4
"19.5293909807,-99.1395400674",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,196842.903103,5 años,60 a 64,3
"19.5165285785,-99.1296498649",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,258225.342165,5 años,54 a 60,2
"19.4233836104,-99.150579353",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,282042.037803,5 años,60 a 64,3
"19.4601296271,-99.1407144319",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,481343.657524,5 años,54 a 60,2
"19.4121304028,-99.1472478294",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,333304.022618,5 años,60 a 64,3
"19.3963364372,-99.112372099",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,185013.184236,5 años,54 a 60,2
"19.4667544346,-99.0980322095",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,116353.151262,5 años,41 a 54,1
"19.4832735556,-99.1352894423",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,1133876.50463,5 años,54 a 60,2
"19.383281897,-99.1288673154",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,222491.157958,5 años,54 a 60,2
"19.4089225692,-99.0736013576",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,199685.641234,5 años,54 a 60,2
"19.4018389703,-99.1276741672",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,252916.577023,5 años,54 a 60,2
"19.4891709164,-99.0845950529",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,114429.960199,5 años,41 a 54,1
"19.5508788941,-99.1371853893",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,477272.202136,5 años,60 a 64,3
"19.5314682326,-99.147785726",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,129582.12434,5 años,60 a 64,3
"19.5619317269,-99.1388151857",Hidrometeorológicos,Precipitación,Alto,Gustavo A. Madero,286868.419212,5 años,64 a 70,4
"19.4616718919,-99.2056189812",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,654435.430591,5 años,64 a 70,4
"19.4558742167,-99.1991068427",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,268154.16444,5 años,64 a 70,4
"19.4160285444,-99.1261595475",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,194200.529678,5 años,54 a 60,2
"19.4530842742,-99.1199222141",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,445157.426461,5 años,54 a 60,2
"19.4102611747,-99.1001961443",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,74888.1577709,5 años,54 a 60,2
"19.4178226964,-99.1191343992",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,92489.3684689,5 años,54 a 60,2
"19.4504614117,-99.1060860893",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,175573.398831,5 años,54 a 60,2
"19.4311411615,-99.0929968084",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,223796.255046,5 años,54 a 60,2
"19.4248850692,-99.1698368432",Hidrometeorológicos,Precipitación,Alto,Cuauhtémoc,268516.455831,5 años,64 a 70,4
"19.5154151305,-99.1338671547",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,215525.123862,5 años,54 a 60,2
"19.4666783497,-99.1554473872",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,544939.599185,5 años,60 a 64,3
"19.3445608632,-99.1792877428",Hidrometeorológicos,Precipitación,Medio,Coyoacán,181097.976512,5 años,60 a 64,3
"19.3092961196,-99.1193827361",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,537102.116877,5 años,54 a 60,2
"19.3244857734,-99.2246954275",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,263805.110415,5 años,60 a 64,3
"19.367102238,-98.9994705846",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,94652.3972242,5 años,41 a 54,1
"19.3630787811,-99.0209195067",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,467920.949378,5 años,41 a 54,1
"19.5100165458,-99.207901795",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,180275.63652,5 años,64 a 70,4
"19.3822582929,-99.2204555865",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,163107.099283,5 años,64 a 70,4
"19.3744762078,-99.0112852935",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,396103.735443,5 años,41 a 54,1
"19.3771149447,-99.0153198554",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,424667.404461,5 años,41 a 54,1
"19.3321802403,-99.0970770855",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,298031.147141,5 años,54 a 60,2
"19.3132357247,-99.1654920069",Hidrometeorológicos,Precipitación,Medio,Coyoacán,619574.911367,5 años,60 a 64,3
"19.5024094573,-99.1522727691",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,249848.140296,5 años,60 a 64,3
"19.478239647,-99.1444587899",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,213797.732682,5 años,54 a 60,2
"19.4866709882,-99.0909983594",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,147162.140973,5 años,41 a 54,1
"19.3155765806,-99.1216861205",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,138910.637632,5 años,54 a 60,2
"19.3676424836,-99.2916732013",Hidrometeorológicos,Precipitación,Medio,Cuajimalpa de Morelos,120873.586137,5 años,60 a 64,3
"19.3648809391,-99.100315825",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,548867.532956,5 años,54 a 60,2
"19.3354308268,-99.1350225771",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,212511.931352,5 años,54 a 60,2
"19.3322589666,-99.1128438418",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,434732.192828,5 años,54 a 60,2
"19.4194800692,-99.1046786188",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,71681.8710046,5 años,54 a 60,2
"19.446806175,-99.1975055034",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,105561.986547,5 años,64 a 70,4
"19.4203520363,-99.1002708525",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,64772.8949861,5 años,54 a 60,2
"19.4415576413,-99.1865079932",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,371709.120839,5 años,64 a 70,4
"19.4380466548,-99.1815377565",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,107972.502802,5 años,64 a 70,4
"19.441775567,-99.180236482",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,466942.108132,5 años,64 a 70,4
"19.4951812474,-99.2010344376",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,113383.848332,5 años,64 a 70,4
"19.4349395364,-99.1988506921",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,375915.886337,5 años,64 a 70,4
"19.4550150422,-99.1357501559",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,107967.260626,5 años,54 a 60,2
"19.4047754636,-99.2160222495",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,1390697.73962,5 años,64 a 70,4
"19.4085299882,-99.207542548",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,1163736.54284,5 años,64 a 70,4
"19.4560081269,-99.1483064033",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,37967.7319989,5 años,54 a 60,2
"19.4442984298,-99.1419284279",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,268437.623379,5 años,54 a 60,2
"19.444188789,-99.1152717975",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,270144.335595,5 años,54 a 60,2
"19.413135067,-99.1741134214",Hidrometeorológicos,Precipitación,Alto,Cuauhtémoc,127672.555666,5 años,64 a 70,4
"19.492395301,-99.1982302281",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,177992.471616,5 años,64 a 70,4
"19.284916205,-99.1388638873",Hidrometeorológicos,Precipitación,Medio,Tlalpan,144888.03902,5 años,60 a 64,3
"19.2946636534,-99.1670730912",Hidrometeorológicos,Precipitación,Medio,Tlalpan,241311.141573,5 años,60 a 64,3
"19.3342670441,-99.0840288506",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,129680.886964,5 años,54 a 60,2
"19.2908372828,-99.1175850171",Hidrometeorológicos,Precipitación,Bajo,Tlalpan,132654.482283,5 años,54 a 60,2
"19.299924803,-99.1926254988",Hidrometeorológicos,Precipitación,Medio,Tlalpan,526672.563747,5 años,60 a 64,3
"19.3002138686,-99.1722009633",Hidrometeorológicos,Precipitación,Medio,Tlalpan,139672.823132,5 años,60 a 64,3
"19.2704681626,-99.1872331105",Hidrometeorológicos,Precipitación,Medio,Tlalpan,250149.115494,5 años,60 a 64,3
"19.2718451984,-99.2395385009",Hidrometeorológicos,Precipitación,Medio,Tlalpan,272733.528156,5 años,60 a 64,3
"19.3921925416,-99.1104861444",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,251232.84552,5 años,54 a 60,2
"19.2641717915,-99.22884129",Hidrometeorológicos,Precipitación,Medio,Tlalpan,177684.7742,5 años,60 a 64,3
"19.2836453273,-99.190082042",Hidrometeorológicos,Precipitación,Medio,Tlalpan,229191.709221,5 años,60 a 64,3
"19.3333627782,-99.0266608409",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,148133.726273,5 años,41 a 54,1
"19.4822608546,-99.2164358196",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,211739.561636,5 años,64 a 70,4
"19.3895133168,-99.1201433916",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,237563.63502,5 años,54 a 60,2
"19.469417941,-99.1412641278",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,378425.462059,5 años,54 a 60,2
"19.3939672676,-99.0855136983",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,175173.937884,5 años,54 a 60,2
"19.5486353148,-99.122883969",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,134005.880944,5 años,60 a 64,3
"19.552584163,-99.1302038891",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,160183.977327,5 años,60 a 64,3
"19.3106411925,-99.1524136062",Hidrometeorológicos,Precipitación,Medio,Coyoacán,429282.056397,5 años,60 a 64,3
"19.4666778118,-99.1368574809",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,292700.304553,5 años,54 a 60,2
"19.5086454007,-99.1161420525",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,1463277.1462,5 años,54 a 60,2
"19.4602994807,-99.0733658966",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,2980252.34975,5 años,41 a 54,1
"19.5006153699,-99.0843594854",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,386487.618109,5 años,54 a 60,2
"19.3555082607,-99.1299608414",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,309654.359825,5 años,54 a 60,2
"19.5453689908,-99.1302724223",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,190434.556288,5 años,60 a 64,3
"19.4947092679,-99.1153428046",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,187243.163603,5 años,54 a 60,2
"19.4709219521,-99.1073313493",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,239643.211562,5 años,54 a 60,2
"19.4662356326,-99.1053410946",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,221956.526625,5 años,54 a 60,2
